Epoch 65 [17.1s + 4.1s]: train==[0.68052=0.52924 + 0.15127 + 0.00000], recall=[0.64688, 0.77597], precision=[0.63906, 0.38370], hit=[0.98186, 0.99376], ndcg=[0.81294, 0.89799], map=[0.87142, 0.82141], mrr=[0.91209, 0.91374], f1=[0.64253, 0.51323]
Epoch 66 [17.2s + 4.0s]: train==[0.66728=0.51505 + 0.15222 + 0.00000], recall=[0.64610, 0.77582], precision=[0.63829, 0.38362], hit=[0.98148, 0.99357], ndcg=[0.81208, 0.89765], map=[0.87103, 0.82070], mrr=[0.91229, 0.91398], f1=[0.64176, 0.51312]
Epoch 67 [17.1s + 3.9s]: train==[0.65636=0.50313 + 0.15323 + 0.00000], recall=[0.64610, 0.77608], precision=[0.63828, 0.38375], hit=[0.98122, 0.99360], ndcg=[0.81165, 0.89733], map=[0.87022, 0.82051], mrr=[0.91107, 0.91280], f1=[0.64176, 0.51330]
Epoch 68 [17.2s + 4.0s]: train==[0.66982=0.51578 + 0.15404 + 0.00000], recall=[0.64808, 0.77706], precision=[0.64023, 0.38424], hit=[0.98119, 0.99344], ndcg=[0.81232, 0.89747], map=[0.87059, 0.82115], mrr=[0.91074, 0.91244], f1=[0.64372, 0.51396]
Epoch 69 [17.2s + 4.1s]: train==[0.64831=0.49352 + 0.15479 + 0.00000], recall=[0.64904, 0.77811], precision=[0.64119, 0.38476], hit=[0.98160, 0.99348], ndcg=[0.81362, 0.89861], map=[0.87240, 0.82256], mrr=[0.91252, 0.91418], f1=[0.64468, 0.51465]
Epoch 70 [17.3s + 4.0s]: train==[0.64313=0.48733 + 0.15580 + 0.00000], recall=[0.64914, 0.77889], precision=[0.64132, 0.38515], hit=[0.98151, 0.99344], ndcg=[0.81298, 0.89835], map=[0.87229, 0.82216], mrr=[0.91234, 0.91401], f1=[0.64479, 0.51517]
Epoch 71 [17.1s + 3.9s]: train==[0.63805=0.48145 + 0.15660 + 0.00000], recall=[0.65110, 0.77933], precision=[0.64325, 0.38537], hit=[0.98199, 0.99354], ndcg=[0.81468, 0.89906], map=[0.87284, 0.82330], mrr=[0.91325, 0.91485], f1=[0.64674, 0.51546]
Epoch 72 [17.4s + 4.2s]: train==[0.61997=0.46253 + 0.15744 + 0.00000], recall=[0.65099, 0.77942], precision=[0.64313, 0.38542], hit=[0.98170, 0.99319], ndcg=[0.81490, 0.89931], map=[0.87355, 0.82386], mrr=[0.91345, 0.91505], f1=[0.64662, 0.51553]
Epoch 73 [17.1s + 3.8s]: train==[0.63016=0.47207 + 0.15810 + 0.00000], recall=[0.65351, 0.77968], precision=[0.64564, 0.38554], hit=[0.98170, 0.99344], ndcg=[0.81732, 0.90050], map=[0.87471, 0.82586], mrr=[0.91442, 0.91606], f1=[0.64914, 0.51570]
Epoch 74 [17.3s + 4.2s]: train==[0.62596=0.46706 + 0.15890 + 0.00000], recall=[0.65299, 0.78011], precision=[0.64512, 0.38575], hit=[0.98173, 0.99338], ndcg=[0.81574, 0.89943], map=[0.87298, 0.82427], mrr=[0.91298, 0.91461], f1=[0.64862, 0.51598]
